Sector,Subsector,Country,Year,Flow,Measure Type,Unit,Value,Marker
creative-industries,music-performing-and-visual-arts,india,year/2018,imports,Current prices,GBP Million,2.5,
digital-sector,manufacturing-of-electronics-and-computers,india,year/2018,imports,Current prices,GBP Million,0.9,
digital-sector,wholesale-of-computers-and-electronics,india,year/2018,imports,Current prices,GBP Million,8.5,
digital-sector,publishing-excluding-translation-and-interpretation-activities,india,year/2018,imports,Current prices,GBP Million,16.3,
digital-sector,software-publishing,india,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,film-tv-video-radio-and-music,india,year/2018,imports,Current prices,GBP Million,52.3,
digital-sector,telecommunications,india,year/2018,imports,Current prices,GBP Million,64.1,
digital-sector,computer-programming-consultancy-and-related-activities,india,year/2018,imports,Current prices,GBP Million,1621.1,
digital-sector,information-service-activities,india,year/2018,imports,Current prices,GBP Million,74.1,
digital-sector,repair-of-computers-and-communication-equipment,india,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,arts,india,year/2018,imports,Current prices,GBP Million,0.4,
cultural-sector,film-tv-and-music,india,year/2018,imports,Current prices,GBP Million,52.3,
cultural-sector,radio,india,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,photography,india,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-crafts,india,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,india,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,library-and-archives,india,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,india,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,india,year/2018,imports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,india,year/2018,imports,Current prices,GBP Million,54.1,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,japan,year/2018,imports,Current prices,GBP Million,155.1,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,japan,year/2018,imports,Current prices,GBP Million,6.8,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,japan,year/2018,imports,Current prices,GBP Million,164.1,
gambling,not-applicable,japan,year/2018,imports,Current prices,GBP Million,,suppressed
sport,not-applicable,japan,year/2018,imports,Current prices,GBP Million,2.2,
telecoms,not-applicable,japan,year/2018,imports,Current prices,GBP Million,18.4,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,japan,year/2018,imports,Current prices,GBP Million,234.1,
creative-industries,advertising-and-marketing,japan,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,architecture,japan,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,crafts,japan,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,japan,year/2018,imports,Current prices,GBP Million,0.7,
creative-industries,film-tv-radio-and-photography,japan,year/2018,imports,Current prices,GBP Million,5.9,
creative-industries,it-software-and-computer-services,japan,year/2018,imports,Current prices,GBP Million,77.4,
creative-industries,publishing,japan,year/2018,imports,Current prices,GBP Million,6.5,
creative-industries,museums-galleries-and-libraries,japan,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,japan,year/2018,imports,Current prices,GBP Million,0.7,
digital-sector,manufacturing-of-electronics-and-computers,japan,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,wholesale-of-computers-and-electronics,japan,year/2018,imports,Current prices,GBP Million,39.3,
digital-sector,publishing-excluding-translation-and-interpretation-activities,japan,year/2018,imports,Current prices,GBP Million,3.8,
digital-sector,software-publishing,japan,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,film-tv-video-radio-and-music,japan,year/2018,imports,Current prices,GBP Million,6.2,
digital-sector,telecommunications,japan,year/2018,imports,Current prices,GBP Million,18.4,
digital-sector,computer-programming-consultancy-and-related-activities,japan,year/2018,imports,Current prices,GBP Million,32.1,
digital-sector,information-service-activities,japan,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,repair-of-computers-and-communication-equipment,japan,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,arts,japan,year/2018,imports,Current prices,GBP Million,0.3,
cultural-sector,film-tv-and-music,japan,year/2018,imports,Current prices,GBP Million,6.2,
cultural-sector,radio,japan,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,photography,japan,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-crafts,japan,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,japan,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,library-and-archives,japan,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,japan,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,japan,year/2018,imports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,japan,year/2018,imports,Current prices,GBP Million,21.0,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,malaysia,year/2018,imports,Current prices,GBP Million,15.6,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,malaysia,year/2018,imports,Current prices,GBP Million,0.8,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,malaysia,year/2018,imports,Current prices,GBP Million,50.3,
gambling,not-applicable,malaysia,year/2018,imports,Current prices,GBP Million,,suppressed
sport,not-applicable,malaysia,year/2018,imports,Current prices,GBP Million,,suppressed
telecoms,not-applicable,malaysia,year/2018,imports,Current prices,GBP Million,5.6,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,malaysia,year/2018,imports,Current prices,GBP Million,51.7,
creative-industries,advertising-and-marketing,malaysia,year/2018,imports,Current prices,GBP Million,0.9,
creative-industries,architecture,malaysia,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,crafts,malaysia,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,malaysia,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,film-tv-radio-and-photography,malaysia,year/2018,imports,Current prices,GBP Million,0.7,
creative-industries,it-software-and-computer-services,malaysia,year/2018,imports,Current prices,GBP Million,13.2,
creative-industries,publishing,malaysia,year/2018,imports,Current prices,GBP Million,0.4,
creative-industries,museums-galleries-and-libraries,malaysia,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,malaysia,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,manufacturing-of-electronics-and-computers,malaysia,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,wholesale-of-computers-and-electronics,malaysia,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,publishing-excluding-translation-and-interpretation-activities,malaysia,year/2018,imports,Current prices,GBP Million,0.3,
digital-sector,software-publishing,malaysia,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,film-tv-video-radio-and-music,malaysia,year/2018,imports,Current prices,GBP Million,0.7,
digital-sector,telecommunications,malaysia,year/2018,imports,Current prices,GBP Million,5.6,
digital-sector,computer-programming-consultancy-and-related-activities,malaysia,year/2018,imports,Current prices,GBP Million,16.3,
digital-sector,information-service-activities,malaysia,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,repair-of-computers-and-communication-equipment,malaysia,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,arts,malaysia,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,film-tv-and-music,malaysia,year/2018,imports,Current prices,GBP Million,0.7,
cultural-sector,radio,malaysia,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,photography,malaysia,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-crafts,malaysia,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,malaysia,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,library-and-archives,malaysia,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,malaysia,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,malaysia,year/2018,imports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,malaysia,year/2018,imports,Current prices,GBP Million,0.7,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,singapore,year/2018,imports,Current prices,GBP Million,164.6,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,singapore,year/2018,imports,Current prices,GBP Million,7.6,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,singapore,year/2018,imports,Current prices,GBP Million,409.8,
gambling,not-applicable,singapore,year/2018,imports,Current prices,GBP Million,0.0,
sport,not-applicable,singapore,year/2018,imports,Current prices,GBP Million,2.1,
telecoms,not-applicable,singapore,year/2018,imports,Current prices,GBP Million,18.7,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,singapore,year/2018,imports,Current prices,GBP Million,436.9,
creative-industries,advertising-and-marketing,singapore,year/2018,imports,Current prices,GBP Million,20.5,
creative-industries,architecture,singapore,year/2018,imports,Current prices,GBP Million,1.4,
creative-industries,crafts,singapore,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,singapore,year/2018,imports,Current prices,GBP Million,2.6,
creative-industries,film-tv-radio-and-photography,singapore,year/2018,imports,Current prices,GBP Million,7.2,
creative-industries,it-software-and-computer-services,singapore,year/2018,imports,Current prices,GBP Million,127.1,
creative-industries,publishing,singapore,year/2018,imports,Current prices,GBP Million,5.4,
creative-industries,museums-galleries-and-libraries,singapore,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,singapore,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,manufacturing-of-electronics-and-computers,singapore,year/2018,imports,Current prices,GBP Million,1.2,
digital-sector,wholesale-of-computers-and-electronics,singapore,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,publishing-excluding-translation-and-interpretation-activities,singapore,year/2018,imports,Current prices,GBP Million,5.3,
digital-sector,software-publishing,singapore,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,film-tv-video-radio-and-music,singapore,year/2018,imports,Current prices,GBP Million,7.2,
digital-sector,telecommunications,singapore,year/2018,imports,Current prices,GBP Million,18.7,
digital-sector,computer-programming-consultancy-and-related-activities,singapore,year/2018,imports,Current prices,GBP Million,150.3,
digital-sector,information-service-activities,singapore,year/2018,imports,Current prices,GBP Million,33.7,
digital-sector,repair-of-computers-and-communication-equipment,singapore,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,arts,singapore,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,film-tv-and-music,singapore,year/2018,imports,Current prices,GBP Million,7.2,
cultural-sector,radio,singapore,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,photography,singapore,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-crafts,singapore,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,singapore,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,library-and-archives,singapore,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,singapore,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,singapore,year/2018,imports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,singapore,year/2018,imports,Current prices,GBP Million,7.4,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,south-korea,year/2018,imports,Current prices,GBP Million,17.4,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,south-korea,year/2018,imports,Current prices,GBP Million,1.4,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,south-korea,year/2018,imports,Current prices,GBP Million,74.9,
gambling,not-applicable,south-korea,year/2018,imports,Current prices,GBP Million,0.0,
sport,not-applicable,south-korea,year/2018,imports,Current prices,GBP Million,,suppressed
telecoms,not-applicable,south-korea,year/2018,imports,Current prices,GBP Million,0.7,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,south-korea,year/2018,imports,Current prices,GBP Million,79.6,
creative-industries,advertising-and-marketing,south-korea,year/2018,imports,Current prices,GBP Million,3.6,
creative-industries,architecture,south-korea,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,crafts,south-korea,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,south-korea,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,film-tv-radio-and-photography,south-korea,year/2018,imports,Current prices,GBP Million,1.1,
creative-industries,it-software-and-computer-services,south-korea,year/2018,imports,Current prices,GBP Million,11.2,
creative-industries,publishing,south-korea,year/2018,imports,Current prices,GBP Million,0.8,
creative-industries,museums-galleries-and-libraries,south-korea,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,south-korea,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,manufacturing-of-electronics-and-computers,south-korea,year/2018,imports,Current prices,GBP Million,0.4,
digital-sector,wholesale-of-computers-and-electronics,south-korea,year/2018,imports,Current prices,GBP Million,2.1,
digital-sector,publishing-excluding-translation-and-interpretation-activities,south-korea,year/2018,imports,Current prices,GBP Million,0.6,
digital-sector,software-publishing,south-korea,year/2018,imports,Current prices,GBP Million,0.0,
digital-sector,film-tv-video-radio-and-music,south-korea,year/2018,imports,Current prices,GBP Million,1.1,
digital-sector,telecommunications,south-korea,year/2018,imports,Current prices,GBP Million,0.7,
digital-sector,computer-programming-consultancy-and-related-activities,south-korea,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,information-service-activities,south-korea,year/2018,imports,Current prices,GBP Million,0.2,
digital-sector,repair-of-computers-and-communication-equipment,south-korea,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,arts,south-korea,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,film-tv-and-music,south-korea,year/2018,imports,Current prices,GBP Million,1.1,
cultural-sector,radio,south-korea,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,photography,south-korea,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,cultural-crafts,south-korea,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,south-korea,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,library-and-archives,south-korea,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,south-korea,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,south-korea,year/2018,imports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,south-korea,year/2018,imports,Current prices,GBP Million,1.0,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,vietnam,year/2018,imports,Current prices,GBP Million,4.0,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,vietnam,year/2018,imports,Current prices,GBP Million,0.5,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,vietnam,year/2018,imports,Current prices,GBP Million,16.7,
gambling,not-applicable,vietnam,year/2018,imports,Current prices,GBP Million,0.0,
sport,not-applicable,vietnam,year/2018,imports,Current prices,GBP Million,,suppressed
telecoms,not-applicable,vietnam,year/2018,imports,Current prices,GBP Million,,suppressed
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,vietnam,year/2018,imports,Current prices,GBP Million,17.3,
creative-industries,advertising-and-marketing,vietnam,year/2018,imports,Current prices,GBP Million,0.1,
creative-industries,architecture,vietnam,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,crafts,vietnam,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,vietnam,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,film-tv-radio-and-photography,vietnam,year/2018,imports,Current prices,GBP Million,0.5,
creative-industries,it-software-and-computer-services,vietnam,year/2018,imports,Current prices,GBP Million,3.3,
creative-industries,publishing,vietnam,year/2018,imports,Current prices,GBP Million,0.1,
creative-industries,museums-galleries-and-libraries,vietnam,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,vietnam,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,manufacturing-of-electronics-and-computers,vietnam,year/2018,imports,Current prices,GBP Million,0.0,
digital-sector,wholesale-of-computers-and-electronics,vietnam,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,publishing-excluding-translation-and-interpretation-activities,vietnam,year/2018,imports,Current prices,GBP Million,0.0,
digital-sector,software-publishing,vietnam,year/2018,imports,Current prices,GBP Million,0.0,
digital-sector,film-tv-video-radio-and-music,vietnam,year/2018,imports,Current prices,GBP Million,0.1,
digital-sector,telecommunications,vietnam,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,computer-programming-consultancy-and-related-activities,vietnam,year/2018,imports,Current prices,GBP Million,9.6,
digital-sector,information-service-activities,vietnam,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,repair-of-computers-and-communication-equipment,vietnam,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,arts,vietnam,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,film-tv-and-music,vietnam,year/2018,imports,Current prices,GBP Million,0.1,
cultural-sector,radio,vietnam,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,photography,vietnam,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-crafts,vietnam,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,vietnam,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,library-and-archives,vietnam,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,vietnam,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,vietnam,year/2018,imports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,vietnam,year/2018,imports,Current prices,GBP Million,0.2,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,oceania,year/2018,imports,Current prices,GBP Million,333.2,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,oceania,year/2018,imports,Current prices,GBP Million,59.7,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,oceania,year/2018,imports,Current prices,GBP Million,387.7,
gambling,not-applicable,oceania,year/2018,imports,Current prices,GBP Million,0.1,
sport,not-applicable,oceania,year/2018,imports,Current prices,GBP Million,10.6,
telecoms,not-applicable,oceania,year/2018,imports,Current prices,GBP Million,30.1,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,oceania,year/2018,imports,Current prices,GBP Million,415.9,
creative-industries,advertising-and-marketing,oceania,year/2018,imports,Current prices,GBP Million,12.7,
creative-industries,architecture,oceania,year/2018,imports,Current prices,GBP Million,0.4,
creative-industries,crafts,oceania,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,oceania,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,film-tv-radio-and-photography,oceania,year/2018,imports,Current prices,GBP Million,52.7,
creative-industries,it-software-and-computer-services,oceania,year/2018,imports,Current prices,GBP Million,248.2,
creative-industries,publishing,oceania,year/2018,imports,Current prices,GBP Million,9.8,
creative-industries,museums-galleries-and-libraries,oceania,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,oceania,year/2018,imports,Current prices,GBP Million,6.9,
digital-sector,manufacturing-of-electronics-and-computers,oceania,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,wholesale-of-computers-and-electronics,oceania,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,publishing-excluding-translation-and-interpretation-activities,oceania,year/2018,imports,Current prices,GBP Million,9.6,
digital-sector,software-publishing,oceania,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,film-tv-video-radio-and-music,oceania,year/2018,imports,Current prices,GBP Million,57.9,
digital-sector,telecommunications,oceania,year/2018,imports,Current prices,GBP Million,30.1,
digital-sector,computer-programming-consultancy-and-related-activities,oceania,year/2018,imports,Current prices,GBP Million,262.7,
digital-sector,information-service-activities,oceania,year/2018,imports,Current prices,GBP Million,4.0,
digital-sector,repair-of-computers-and-communication-equipment,oceania,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,arts,oceania,year/2018,imports,Current prices,GBP Million,1.6,
cultural-sector,film-tv-and-music,oceania,year/2018,imports,Current prices,GBP Million,57.9,
cultural-sector,radio,oceania,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,photography,oceania,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-crafts,oceania,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,oceania,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,library-and-archives,oceania,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,oceania,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,oceania,year/2018,imports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,oceania,year/2018,imports,Current prices,GBP Million,57.9,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,australia,year/2018,imports,Current prices,GBP Million,313.4,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,australia,year/2018,imports,Current prices,GBP Million,54.0,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,australia,year/2018,imports,Current prices,GBP Million,345.1,
gambling,not-applicable,australia,year/2018,imports,Current prices,GBP Million,0.1,
sport,not-applicable,australia,year/2018,imports,Current prices,GBP Million,3.7,
telecoms,not-applicable,australia,year/2018,imports,Current prices,GBP Million,26.8,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,australia,year/2018,imports,Current prices,GBP Million,364.2,
creative-industries,advertising-and-marketing,australia,year/2018,imports,Current prices,GBP Million,11.0,
creative-industries,architecture,australia,year/2018,imports,Current prices,GBP Million,0.4,
creative-industries,crafts,australia,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,australia,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,film-tv-radio-and-photography,australia,year/2018,imports,Current prices,GBP Million,47.6,
creative-industries,it-software-and-computer-services,australia,year/2018,imports,Current prices,GBP Million,236.9,
creative-industries,publishing,australia,year/2018,imports,Current prices,GBP Million,8.8,
creative-industries,museums-galleries-and-libraries,australia,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,australia,year/2018,imports,Current prices,GBP Million,6.3,
digital-sector,manufacturing-of-electronics-and-computers,australia,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,wholesale-of-computers-and-electronics,australia,year/2018,imports,Current prices,GBP Million,0.5,
digital-sector,publishing-excluding-translation-and-interpretation-activities,australia,year/2018,imports,Current prices,GBP Million,8.6,
digital-sector,software-publishing,australia,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,film-tv-video-radio-and-music,australia,year/2018,imports,Current prices,GBP Million,52.5,
digital-sector,telecommunications,australia,year/2018,imports,Current prices,GBP Million,26.8,
digital-sector,computer-programming-consultancy-and-related-activities,australia,year/2018,imports,Current prices,GBP Million,240.5,
digital-sector,information-service-activities,australia,year/2018,imports,Current prices,GBP Million,3.9,
digital-sector,repair-of-computers-and-communication-equipment,australia,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,arts,australia,year/2018,imports,Current prices,GBP Million,1.3,
cultural-sector,film-tv-and-music,australia,year/2018,imports,Current prices,GBP Million,52.5,
cultural-sector,radio,australia,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,photography,australia,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-crafts,australia,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,australia,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,library-and-archives,australia,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,australia,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,australia,year/2018,imports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,australia,year/2018,imports,Current prices,GBP Million,52.9,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,new-zealand,year/2018,imports,Current prices,GBP Million,19.3,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,new-zealand,year/2018,imports,Current prices,GBP Million,5.6,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,new-zealand,year/2018,imports,Current prices,GBP Million,41.4,
gambling,not-applicable,new-zealand,year/2018,imports,Current prices,GBP Million,0.0,
sport,not-applicable,new-zealand,year/2018,imports,Current prices,GBP Million,,suppressed
telecoms,not-applicable,new-zealand,year/2018,imports,Current prices,GBP Million,2.6,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,new-zealand,year/2018,imports,Current prices,GBP Million,50.3,
creative-industries,advertising-and-marketing,new-zealand,year/2018,imports,Current prices,GBP Million,1.7,
creative-industries,architecture,new-zealand,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,crafts,new-zealand,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,new-zealand,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,film-tv-radio-and-photography,new-zealand,year/2018,imports,Current prices,GBP Million,5.0,
creative-industries,it-software-and-computer-services,new-zealand,year/2018,imports,Current prices,GBP Million,10.9,
creative-industries,publishing,new-zealand,year/2018,imports,Current prices,GBP Million,1.0,
creative-industries,museums-galleries-and-libraries,new-zealand,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,new-zealand,year/2018,imports,Current prices,GBP Million,0.6,
digital-sector,manufacturing-of-electronics-and-computers,new-zealand,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,wholesale-of-computers-and-electronics,new-zealand,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,publishing-excluding-translation-and-interpretation-activities,new-zealand,year/2018,imports,Current prices,GBP Million,0.9,
digital-sector,software-publishing,new-zealand,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,film-tv-video-radio-and-music,new-zealand,year/2018,imports,Current prices,GBP Million,5.3,
digital-sector,telecommunications,new-zealand,year/2018,imports,Current prices,GBP Million,2.6,
digital-sector,computer-programming-consultancy-and-related-activities,new-zealand,year/2018,imports,Current prices,GBP Million,21.8,
digital-sector,information-service-activities,new-zealand,year/2018,imports,Current prices,GBP Million,0.1,
digital-sector,repair-of-computers-and-communication-equipment,new-zealand,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,arts,new-zealand,year/2018,imports,Current prices,GBP Million,0.2,
cultural-sector,film-tv-and-music,new-zealand,year/2018,imports,Current prices,GBP Million,5.3,
cultural-sector,radio,new-zealand,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,photography,new-zealand,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-crafts,new-zealand,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,new-zealand,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,library-and-archives,new-zealand,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,new-zealand,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,new-zealand,year/2018,imports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,new-zealand,year/2018,imports,Current prices,GBP Million,4.9,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,africa,year/2018,imports,Current prices,GBP Million,233.1,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,africa,year/2018,imports,Current prices,GBP Million,98.7,
