Sector,Subsector,Country,Year,Flow,Measure Type,Unit,Value,Marker
digital-sector,publishing-excluding-translation-and-interpretation-activities,czech-republic,year/2018,imports,Current prices,GBP Million,0.7,
digital-sector,software-publishing,czech-republic,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,film-tv-video-radio-and-music,czech-republic,year/2018,imports,Current prices,GBP Million,10.4,
digital-sector,telecommunications,czech-republic,year/2018,imports,Current prices,GBP Million,127.0,
digital-sector,computer-programming-consultancy-and-related-activities,czech-republic,year/2018,imports,Current prices,GBP Million,37.3,
digital-sector,information-service-activities,czech-republic,year/2018,imports,Current prices,GBP Million,0.8,
digital-sector,repair-of-computers-and-communication-equipment,czech-republic,year/2018,imports,Current prices,GBP Million,2.3,
cultural-sector,arts,czech-republic,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,film-tv-and-music,czech-republic,year/2018,imports,Current prices,GBP Million,12.4,
cultural-sector,radio,czech-republic,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,photography,czech-republic,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-crafts,czech-republic,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,museums-and-galleries,czech-republic,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,library-and-archives,czech-republic,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,czech-republic,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,czech-republic,year/2018,imports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,czech-republic,year/2018,imports,Current prices,GBP Million,10.4,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,denmark,year/2018,imports,Current prices,GBP Million,168.6,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,denmark,year/2018,imports,Current prices,GBP Million,65.9,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,denmark,year/2018,imports,Current prices,GBP Million,209.0,
gambling,not-applicable,denmark,year/2018,imports,Current prices,GBP Million,0.0,
sport,not-applicable,denmark,year/2018,imports,Current prices,GBP Million,6.9,
telecoms,not-applicable,denmark,year/2018,imports,Current prices,GBP Million,11.2,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,denmark,year/2018,imports,Current prices,GBP Million,232.3,
creative-industries,advertising-and-marketing,denmark,year/2018,imports,Current prices,GBP Million,12.5,
creative-industries,architecture,denmark,year/2018,imports,Current prices,GBP Million,2.4,
creative-industries,crafts,denmark,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,design-and-designer-fashion,denmark,year/2018,imports,Current prices,GBP Million,0.4,
creative-industries,film-tv-radio-and-photography,denmark,year/2018,imports,Current prices,GBP Million,64.5,
creative-industries,it-software-and-computer-services,denmark,year/2018,imports,Current prices,GBP Million,85.4,
creative-industries,publishing,denmark,year/2018,imports,Current prices,GBP Million,2.1,
creative-industries,museums-galleries-and-libraries,denmark,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,denmark,year/2018,imports,Current prices,GBP Million,1.3,
digital-sector,manufacturing-of-electronics-and-computers,denmark,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,wholesale-of-computers-and-electronics,denmark,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,publishing-excluding-translation-and-interpretation-activities,denmark,year/2018,imports,Current prices,GBP Million,1.5,
digital-sector,software-publishing,denmark,year/2018,imports,Current prices,GBP Million,12.1,
digital-sector,film-tv-video-radio-and-music,denmark,year/2018,imports,Current prices,GBP Million,65.3,
digital-sector,telecommunications,denmark,year/2018,imports,Current prices,GBP Million,11.2,
digital-sector,computer-programming-consultancy-and-related-activities,denmark,year/2018,imports,Current prices,GBP Million,90.7,
digital-sector,information-service-activities,denmark,year/2018,imports,Current prices,GBP Million,2.9,
digital-sector,repair-of-computers-and-communication-equipment,denmark,year/2018,imports,Current prices,GBP Million,1.3,
cultural-sector,arts,denmark,year/2018,imports,Current prices,GBP Million,0.4,
cultural-sector,film-tv-and-music,denmark,year/2018,imports,Current prices,GBP Million,65.3,
cultural-sector,radio,denmark,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,photography,denmark,year/2018,imports,Current prices,GBP Million,0.1,
cultural-sector,cultural-crafts,denmark,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,denmark,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,library-and-archives,denmark,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,denmark,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,denmark,year/2018,imports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,denmark,year/2018,imports,Current prices,GBP Million,65.7,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,estonia,year/2018,imports,Current prices,GBP Million,3.8,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,estonia,year/2018,imports,Current prices,GBP Million,0.7,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,estonia,year/2018,imports,Current prices,GBP Million,5.9,
gambling,not-applicable,estonia,year/2018,imports,Current prices,GBP Million,,suppressed
sport,not-applicable,estonia,year/2018,imports,Current prices,GBP Million,,suppressed
telecoms,not-applicable,estonia,year/2018,imports,Current prices,GBP Million,0.6,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,estonia,year/2018,imports,Current prices,GBP Million,6.3,
creative-industries,advertising-and-marketing,estonia,year/2018,imports,Current prices,GBP Million,0.3,
creative-industries,architecture,estonia,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,crafts,estonia,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,estonia,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,film-tv-radio-and-photography,estonia,year/2018,imports,Current prices,GBP Million,0.6,
creative-industries,it-software-and-computer-services,estonia,year/2018,imports,Current prices,GBP Million,2.7,
creative-industries,publishing,estonia,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,museums-galleries-and-libraries,estonia,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,estonia,year/2018,imports,Current prices,GBP Million,0.0,
digital-sector,manufacturing-of-electronics-and-computers,estonia,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,wholesale-of-computers-and-electronics,estonia,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,publishing-excluding-translation-and-interpretation-activities,estonia,year/2018,imports,Current prices,GBP Million,0.0,
digital-sector,software-publishing,estonia,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,film-tv-video-radio-and-music,estonia,year/2018,imports,Current prices,GBP Million,0.6,
digital-sector,telecommunications,estonia,year/2018,imports,Current prices,GBP Million,0.6,
digital-sector,computer-programming-consultancy-and-related-activities,estonia,year/2018,imports,Current prices,GBP Million,1.3,
digital-sector,information-service-activities,estonia,year/2018,imports,Current prices,GBP Million,0.1,
digital-sector,repair-of-computers-and-communication-equipment,estonia,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,arts,estonia,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,film-tv-and-music,estonia,year/2018,imports,Current prices,GBP Million,0.6,
cultural-sector,radio,estonia,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,photography,estonia,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,cultural-crafts,estonia,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,estonia,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,library-and-archives,estonia,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,estonia,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,estonia,year/2018,imports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,estonia,year/2018,imports,Current prices,GBP Million,0.6,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,finland,year/2018,imports,Current prices,GBP Million,42.5,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,finland,year/2018,imports,Current prices,GBP Million,5.1,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,finland,year/2018,imports,Current prices,GBP Million,105.6,
gambling,not-applicable,finland,year/2018,imports,Current prices,GBP Million,,suppressed
sport,not-applicable,finland,year/2018,imports,Current prices,GBP Million,1.6,
telecoms,not-applicable,finland,year/2018,imports,Current prices,GBP Million,36.2,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,finland,year/2018,imports,Current prices,GBP Million,109.8,
creative-industries,advertising-and-marketing,finland,year/2018,imports,Current prices,GBP Million,2.1,
creative-industries,architecture,finland,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,crafts,finland,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,design-and-designer-fashion,finland,year/2018,imports,Current prices,GBP Million,0.1,
creative-industries,film-tv-radio-and-photography,finland,year/2018,imports,Current prices,GBP Million,4.0,
creative-industries,it-software-and-computer-services,finland,year/2018,imports,Current prices,GBP Million,34.4,
creative-industries,publishing,finland,year/2018,imports,Current prices,GBP Million,0.7,
creative-industries,museums-galleries-and-libraries,finland,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,music-performing-and-visual-arts,finland,year/2018,imports,Current prices,GBP Million,1.1,
digital-sector,manufacturing-of-electronics-and-computers,finland,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,wholesale-of-computers-and-electronics,finland,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,publishing-excluding-translation-and-interpretation-activities,finland,year/2018,imports,Current prices,GBP Million,0.5,
digital-sector,software-publishing,finland,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,film-tv-video-radio-and-music,finland,year/2018,imports,Current prices,GBP Million,5.0,
digital-sector,telecommunications,finland,year/2018,imports,Current prices,GBP Million,36.2,
digital-sector,computer-programming-consultancy-and-related-activities,finland,year/2018,imports,Current prices,GBP Million,38.1,
digital-sector,information-service-activities,finland,year/2018,imports,Current prices,GBP Million,0.4,
digital-sector,repair-of-computers-and-communication-equipment,finland,year/2018,imports,Current prices,GBP Million,2.1,
cultural-sector,arts,finland,year/2018,imports,Current prices,GBP Million,0.1,
cultural-sector,film-tv-and-music,finland,year/2018,imports,Current prices,GBP Million,4.9,
cultural-sector,radio,finland,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,photography,finland,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-crafts,finland,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,finland,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,library-and-archives,finland,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,finland,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,finland,year/2018,imports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,finland,year/2018,imports,Current prices,GBP Million,5.2,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,france,year/2018,imports,Current prices,GBP Million,1122.2,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,france,year/2018,imports,Current prices,GBP Million,307.6,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,france,year/2018,imports,Current prices,GBP Million,1764.4,
